,reaction_id,EC_number
3243,TRETINOLOR2,1.1.1.300
3244,AFAT,2.7.7.2
3245,AUNOR,1.1.1.193
3246,AUS,3.1.3.-
3247,DLDLBT,2.5.1.78
3248,RIBFS,2.5.1.9
3249,ACHMSSELCYSL,2.5.1.48
3250,ACHMSSELCYSLh,2.5.1.48
3251,ACSERL,2.5.1.47
3252,ACSERLh,2.5.1.47
3253,ACSERLm,2.5.1.47
3254,PHOMSELCYSL,2.5.1
3255,PHOMSELCYSLh,2.5.1
3256,SEAHCYSHYD_1,3.3.1.1
3257,SELCYSTL,4.4.1.8
3258,SELCYSTLh,4.4.1.8
3259,SUCHMSSELCYSL,2.5.1.48
3260,SUCHMSSELCYSLh,2.5.1.48
3261,SECYSTL,6.1.1.11
3262,SLCS,2.9.1.1
3263,SLDK,2.7.9.3
3264,SBPP3,3.1.3.4
3265,SGOR,1.3.99.-
3266,AATHA,3.2.1.28
3267,AATHB,3.2.1.28
3268,ABFPT,2.7.1.4
3269,ABFPTh,2.7.1.4
3270,BFFS,3.2.1.26
3271,SAGH,3.2.1.48
3272,UFAGT,2.4.1.14
3273,UG6PGT,2.4.1.15
3274,UG6PGTn,2.4.1.15
3275,UGE,5.1.3.6
3276,GLPThi,2.7.7.27
3277,SULO,1.8.3.1
3278,SULOm,1.8.3.1
3279,ACONTx,4.2.1.3
3280,AKGDHe2r,2.3.1.61
3281,MDH_nadp_fi,1.1.1.82
3282,MDHf,1.1.1.37
3283,MDHh,1.1.1.37
3284,MDHm_1,1.1.1.37
3285,MDHx,1.1.1.37
3286,ICDHhr,1.1.1.42
3287,SUCLm,6.2.1.5
3288,PPCKm,4.1.1.49
3289,MAAIn,5.2.1.2
3290,ALPHm,3.5.1.54
3291,URCB,6.3.4.6
3292,ACAS_2ahbut,2.2.1.6
3293,DHAD_3mob_h,4.2.1.9
3294,DHADh,4.2.1.9
3295,IMDHT,4.2.1.33
3296,IMDHT_3c2hmp,4.2.1.33
3297,KARI,5.4.99.3
3298,KARI_23dhmb,1.1.1.86
3299,KARI_23dhmp,1.1.1.86
3300,KARI_3hmoa,5.4.99.3
3301,TAL,4.3.1.19
3302,VALTLh,6.1.1.9
3303,ALDH,1.2.1.3
3304,DHRT_2mbcoa,2.3.1.168
3305,DHRT_ivcoa,2.3.1.168
3306,ECH_3hivcoa,4.2.1.17
3307,HIBH,3.1.2.4
3308,HMGL_1,4.1.3.4
3309,HMNO,1.1.1.35
3310,MCTC,6.4.1.4
3311,MGC,4.2.1.18
3312,MHGS,2.3.3.10
3313,MMSDH,1.2.1.27
3314,MOD,1.2.4.4
3315,MOD_3mhtpp,1.2.4.4
3316,MOD_3mop,1.2.4.4
3317,MOD_4mop,1.2.4.4
3318,BCTA,2.6.1.42
3319,BCTA_glu_h,2.6.1.67
3320,BCTA_val_h,2.6.1.6
3321,BCTAh,2.6.1.42
3322,PYDXDH_1,1.2.3.8
3323,PYDXO_1,1.4.3.5
3324,PYDXOR,1.1.1.65
3325,PYDXS,4.3.3.6
3326,ACSOMT,2.1.1.4
3327,ACSRTNMT,2.1.1.4
3328,ALCD21_D,1.1.1.77
3329,ALCD21_L,1.1.1.77
3330,ALCD22_L,1.1.1.21
3331,BDG2HCGHD,3.2.1.21
3332,DOPASULT,2.8.2.1
3333,GLUDym,1.4.1.4
3334,GLUVESSEC,3.6.3.21
3335,MCLOR,1.1.1.27
3336,NaKt,3.6.3.9
3337,P4502C93,1.14.13.49
3338,STS1,3.1.6.2
3339,STS1r,3.1.6.2
3340,STS2,3.1.6.2
3341,STS2r,3.1.6.2
3342,STS3,3.1.6.2
3343,STS3r,3.1.6.2
3344,STS4,3.1.6.2
3345,STS4r,3.1.6.2
3346,UGT1A10r,2.4.1.17
3347,UGT1A1r,2.4.1.17
3348,UGT1A2r,2.4.1.95
3349,UGT1A3r,2.4.1.17
3350,UGT1A4r,2.4.1.17
3351,UGT1A5r,2.4.1.17
3352,UGT1A6r,2.4.1.17
3353,UGT1A7r,2.4.1.17
3354,UGT1A8r,2.4.1.17
3355,BILIRBU,2.4.1.17
3356,C160CPT2rbc,2.3.1.21
3357,DM_nadh,1.8.1.15
3358,GULND,1.1.1.2
